1330,BBBB800101,5017,6/12/1998,558
1340,CCCC800101,5016,2/10/1999,11
1350,DDDD800101,5015,6/5/1999,330
1360,EEEE800101,5014,7/6/2001,37
1370,FFFF800101,5013,6/5/2002,423
1380,GGGG800101,5012,2/1/2001,147
1390,HHHH800101,5011,1/6/2002,308
1400,AAAA800101,5010,5/3/2002,441
1410,BBBB800101,5009,11/5/2002,461
1420,CCCC800101,5008,2/12/2001,444
1430,DDDD800101,5007,6/10/2002,506
